StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65,QID1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q30,Q29,Q28,C1,C3,C4,C14,C16,C25,C26,C28,A5,A8,A17,A19,A31,A32,B10,B11,B21,B22,B34,B35,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q67,Q68,Q69,Q70,Q71,Q63,Q64,Q54,Q65,Q64,Q63,Q62,Q80,Q83,Q82,Q81,Q66,Q68,Q78,Q71,Q77,Q74,Q69,Q70,Q67
2022-03-08 03:38:56,2022-03-08 03:44:15,IP Address,174.254.51.255,100,319,True,2022-03-08 03:44:16,R_2awCDtQxOlGrBCC,,,,,33.889495849609375,-84.2920989990234375,anonymous,EN,Accept,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Rarely (Once a month or less),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Rarely (Once a month or less),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Very often (A few times a week),Always (Every day),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,Government & Public Administration,"More than 5,000 but less than 10,000 employees",On-site with the option to work remotely when needed,"Human Rights Trainee ",Non-managerial,21-29,Bachelor degree,Female
2022-03-08 06:02:08,2022-03-08 06:13:59,IP Address,75.110.151.147,100,711,True,2022-03-08 06:13:59,R_2q4YDj1JExxmFg4,,,,,35.09869384765625,-77.10449981689453125,anonymous,EN,Accept,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Almost never (A few times a year or less),Rarely (Once a month or less),Sometimes (A few times a month),Rarely (Once a month or less),Rarely (Once a month or less),Almost never (A few times a year or less),Almost never (A few times a year or less),Almost never (A few times a year or less),Almost never (A few times a year or less),Almost never (A few times a year or less),Rarely (Once a month or less),Rarely (Once a month or less),Almost never (A few times a year or less),Almost never (A few times a year or less),Rarely (Once a month or less),Almost never (A few times a year or less),Rarely (Once a month or less),Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Not in the past year,ONCE or TWICE in the past year,Not in the past year,Not in the past year,Not in the past year,NEVER in my life,Agree,Agree,Agree,Agree,Full-time,Education & Training,"More than 500 but less than 5,000 employees",On-site with the option to work remotely when needed,Professor,Front-line management,40-49,Graduate degree,Male
2022-03-08 07:38:15,2022-03-08 07:51:38,IP Address,71.183.198.203,100,802,True,2022-03-08 07:51:38,R_2b41abXS8oZ8JaA,,,,,40.91290283203125,-73.8135986328125,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Very often (A few times a week),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Always (Every day),Often (Once a week),Rarely (Once a month or less),Often (Once a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),,,,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Strongly Agree,Agree,Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,ONCE or TWICE in the past year,Not in the past year,Not in the past year,NEVER in my life,NEVER in my life,Agree,Agree,Agree,Neither Agree nor Disagree,Fixed term / contractor,Education & Training,"More than 50,000 employees",Remote work only,online ESL tutor,Non-managerial,50-59,Bachelor degree,Female
2022-03-08 07:47:19,2022-03-08 07:57:59,IP Address,68.70.0.194,100,639,True,2022-03-08 07:57:59,R_O24kGaPBQB5F9mh,,,,,42.074005126953125,-75.63739776611328125,anonymous,EN,Accept,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Very often (A few times a week),Agree,Agree,Somewhat Agree,Disagree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,Agree,Strongly Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Full-time,Human Services,"More than 5,000 but less than 10,000 employees",On-site with the option to work remotely when needed,Psychologist,Middle management,60 or older,Graduate degree,Female
2022-03-08 17:56:38,2022-03-08 18:15:44,IP Address,173.63.126.107,100,1146,True,2022-03-08 18:15:44,R_268vPQtH0qwMwzi,,,,,40.7021026611328125,-74.40489959716796875,anonymous,EN,Accept,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Rarely (Once a month or less),Sometimes (A few times a month),Never,Rarely (Once a month or less),Always (Every day),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Very often (A few times a week),Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,NEVER in my life,Disagree,Disagree,Disagree,Disagree,Full-time,Business Management & Administration,"More than 5,000 but less than 10,000 employees",Remote work with the option to work on-site,Sr Client Services Coordinator,Non-managerial,60 or older,Bachelor degree,Female
2022-03-08 19:09:16,2022-03-08 19:21:34,IP Address,108.36.69.61,100,737,True,2022-03-08 19:21:34,R_3lQVChVKaxHQWc8,,,,,40.2873992919921875,-75.21559906005859375,anonymous,EN,Accept,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Often (Once a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,ONCE or TWICE in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Full-time,Education & Training,"More than 500 but less than 5,000 employees",On-site with the option to work remotely when needed,Professor / Program Director,Middle management,60 or older,Graduate degree,Female
2022-03-08 19:52:32,2022-03-08 19:58:45,IP Address,68.83.20.245,100,372,True,2022-03-08 19:58:45,R_Dp0BlfjR5QxO7rb,,,,,40.8022003173828125,-74.19139862060546875,anonymous,EN,Accept,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Often (Once a week),Sometimes (A few times a month),Rarely (Once a month or less),Rarely (Once a month or less),Rarely (Once a month or less),Very often (A few times a week),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Sometimes (A few times a month),Often (Once a week),,,,,,,,,,,,,,,,,,,,,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Part-time,Education & Training,More than 10 but less than 500 employees,On-site work only,"Assistant ",Non-managerial,21-29,Bachelor degree,Female
2022-03-08 20:03:15,2022-03-08 20:11:41,IP Address,108.35.251.240,100,505,True,2022-03-08 20:11:41,R_3J2T50TDLfevHGM,,,,,40.20660400390625,-74.07270050048828125,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very often (A few times a week),Always (Every day),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Never,Very often (A few times a week),Very often (A few times a week),Always (Every day),Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times","THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,Human Services,More than 10 but less than 500 employees,On-site with the option to work remotely when needed,"Executive Director ",Executive,50-59,Graduate degree,Male
2022-03-09 04:14:49,2022-03-09 04:21:43,IP Address,108.30.185.241,100,414,True,2022-03-09 04:21:44,R_zcDzb5QY7HiTZYJ,,,,,40.7653045654296875,-73.95890045166015625,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Always (Every day),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,"Law, Public Safety, Corrections & Security",More than 10 but less than 500 employees,On-site with the option to work remotely when needed,"Attorney ",Non-managerial,60 or older,Graduate degree,Female
2022-03-09 05:42:07,2022-03-09 05:58:43,IP Address,65.35.207.185,100,996,True,2022-03-09 05:58:44,R_3NWbFkHbZQ01Y3Q,,,,,28.0973052978515625,-82.700103759765625,anonymous,EN,Accept,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Often (Once a week),Always (Every day),Very often (A few times a week),Often (Once a week),Always (Every day),Often (Once a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Not in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,NEVER in my life,Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,Human Services,More than 10 but less than 500 employees,On-site with the option to work remotely when needed,"Program director ",Front-line management,60 or older,Some college but no degree,Female
2022-03-09 10:27:22,2022-03-09 10:35:37,IP Address,130.68.63.166,100,495,True,2022-03-09 10:35:38,R_2VEhemeNgQJyO1D,,,,,41.037994384765625,-74.03730010986328125,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Often (Once a week),Often (Once a week),Often (Once a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Full-time,Education & Training,"More than 500 but less than 5,000 employees",On-site with the option to work remotely when needed,Assistant Dean,Executive,50-59,Graduate degree,Female
